iter	Passed	Remaining
1410	3345	1396
1411	3348	1394
1412	3350	1391
1413	3352	1389
1414	3355	1387
1415	3357	1384
1416	3359	1382
1417	3361	1379
1418	3363	1377
1419	3366	1374
1420	3368	1372
1421	3371	1370
1422	3373	1367
1423	3375	1365
1424	3378	1363
1425	3380	1360
1426	3382	1358
1427	3384	1355
1428	3386	1353
1429	3388	1350
1430	3390	1348
1431	3393	1345
1432	3395	1343
1433	3397	1341
1434	3400	1338
1435	3402	1336
1436	3404	1333
1437	3407	1331
1438	3409	1329
1439	3411	1326
1440	3414	1324
1441	3416	1321
1442	3418	1319
1443	3420	1317
1444	3423	1314
1445	3425	1312
1446	3427	1310
1447	3430	1307
1448	3432	1305
1449	3434	1302
1450	3437	1300
1451	3439	1298
1452	3442	1295
1453	3444	1293
1454	3446	1291
1455	3448	1288
1456	3452	1286
1457	3455	1284
1458	3457	1281
1459	3459	1279
1460	3462	1277
1461	3464	1275
1462	3467	1272
1463	3469	1270
1464	3472	1267
1465	3474	1265
1466	3476	1263
1467	3478	1260
1468	3481	1258
1469	3483	1256
1470	3486	1253
1471	3488	1251
1472	3490	1248
1473	3493	1246
1474	3495	1244
1475	3498	1241
1476	3500	1239
1477	3502	1237
1478	3504	1234
1479	3507	1232
1480	3509	1229
1481	3512	1227
1482	3514	1225
1483	3517	1222
1484	3519	1220
1485	3521	1218
1486	3524	1215
1487	3526	1213
1488	3529	1211
1489	3531	1208
1490	3533	1206
1491	3536	1203
1492	3538	1201
1493	3540	1199
1494	3542	1196
1495	3545	1194
1496	3547	1191
1497	3550	1189
1498	3552	1187
1499	3554	1184
1500	3556	1182
1501	3559	1180
1502	3561	1177
1503	3563	1175
1504	3566	1172
1505	3568	1170
1506	3570	1168
1507	3572	1165
1508	3574	1163
1509	3577	1160
1510	3580	1158
1511	3583	1156
1512	3585	1154
1513	3587	1151
1514	3589	1149
1515	3592	1146
1516	3594	1144
1517	3597	1142
1518	3599	1139
1519	3601	1137
1520	3603	1134
1521	3606	1132
1522	3609	1130
1523	3611	1127
1524	3613	1125
1525	3615	1123
1526	3618	1120
1527	3620	1118
1528	3622	1115
1529	3625	1113
1530	3631	1112
1531	3633	1109
1532	3635	1107
1533	3638	1105
1534	3640	1102
1535	3643	1100
1536	3645	1098
1537	3647	1095
1538	3650	1093
1539	3652	1090
1540	3654	1088
1541	3657	1086
1542	3659	1083
1543	3661	1081
1544	3664	1079
1545	3666	1076
1546	3669	1074
1547	3671	1072
1548	3674	1069
1549	3676	1067
1550	3678	1064
1551	3680	1062
1552	3682	1060
1553	3685	1057
1554	3687	1055
1555	3689	1052
1556	3692	1050
1557	3694	1048
1558	3696	1045
1559	3699	1043
1560	3701	1040
1561	3703	1038
1562	3706	1036
1563	3708	1033
1564	3710	1031
1565	3713	1029
1566	3715	1026
1567	3717	1024
1568	3719	1021
1569	3722	1019
1570	3725	1017
1571	3727	1014
1572	3729	1012
1573	3731	1010
1574	3734	1007
1575	3736	1005
1576	3738	1002
1577	3741	1000
1578	3743	998
1579	3745	995
1580	3747	993
1581	3749	990
1582	3752	988
1583	3754	986
1584	3757	983
1585	3759	981
1586	3761	978
1587	3764	976
1588	3766	974
1589	3768	971
1590	3771	969
1591	3773	966
1592	3775	964
1593	3777	962
1594	3780	959
1595	3782	957
1596	3784	955
1597	3787	952
1598	3789	950
1599	3791	947
1600	3793	945
1601	3796	943
1602	3798	940
1603	3800	938
1604	3802	935
1605	3805	933
1606	3807	931
1607	3809	928
1608	3812	926
1609	3814	924
1610	3816	921
1611	3819	919
1612	3821	916
1613	3826	915
1614	3828	912
1615	3830	910
1616	3833	908
1617	3836	905
1618	3838	903
1619	3840	900
1620	3842	898
1621	3845	896
1622	3847	893
1623	3850	891
1624	3852	889
1625	3854	886
1626	3857	884
1627	3859	881
1628	3861	879
1629	3863	877
1630	3866	874
1631	3868	872
1632	3870	869
1633	3873	867
1634	3876	865
1635	3878	862
1636	3880	860
1637	3883	858
1638	3886	855
1639	3888	853
1640	3890	851
1641	3893	848
1642	3895	846
1643	3897	843
1644	3900	841
1645	3902	839
1646	3904	836
1647	3907	834
1648	3909	832
1649	3912	829
1650	3914	827
1651	3916	825
1652	3919	822
1653	3921	820
1654	3923	817
1655	3926	815
1656	3929	813
1657	3931	810
1658	3933	808
1659	3936	806
1660	3938	803
1661	3940	801
1662	3942	799
1663	3945	796
1664	3947	794
1665	3949	791
1666	3952	789
1667	3954	787
1668	3956	784
1669	3958	782
1670	3961	779
1671	3963	777
1672	3965	775
1673	3968	772
1674	3970	770
1675	3972	767
1676	3975	765
1677	3977	763
1678	3980	760
1679	3982	758
1680	3985	756
1681	3987	753
1682	3989	751
1683	3991	749
1684	3994	746
1685	3996	744
1686	3999	741
1687	4001	739
1688	4003	737
1689	4005	734
1690	4008	732
1691	4011	730
1692	4013	727
1693	4017	725
1694	4019	723
1695	4021	720
1696	4024	718
1697	4026	716
1698	4029	713
1699	4032	711
1700	4034	709
1701	4036	706
1702	4038	704
1703	4040	701
1704	4043	699
1705	4045	697
1706	4047	694
1707	4049	692
1708	4052	689
1709	4054	687
1710	4056	685
1711	4059	682
1712	4061	680
1713	4063	678
1714	4065	675
1715	4068	673
1716	4070	670
1717	4072	668
1718	4075	666
1719	4080	664
1720	4082	661
1721	4084	659
