iter	RMSE
362	0.3580126031
363	0.3577466342
364	0.3574688062
365	0.3573073974
366	0.357068604
367	0.3568069803
368	0.356659306
369	0.3563398623
370	0.3561656954
371	0.3559465161
372	0.3555735109
373	0.355422316
374	0.3552780222
375	0.3551631254
376	0.3550411948
377	0.3547276138
378	0.3545403943
379	0.3542594123
380	0.3540949281
381	0.3536483862
382	0.3533796746
383	0.3531838352
384	0.3530373596
385	0.3526243101
386	0.3524124414
387	0.3522901477
388	0.3521025625
389	0.3518502931
390	0.3516631102
391	0.3514164352
392	0.351187175
393	0.3508293749
394	0.3506882695
395	0.3504810716
396	0.3502453912
397	0.3500959012
398	0.3496054548
399	0.3494747151
400	0.3492680219
401	0.3491258846
402	0.3489048807
403	0.3485509588
404	0.3483359676
405	0.3481478695
406	0.3479128477
407	0.3474805236
408	0.3471990524
409	0.3469939746
410	0.3468039109
411	0.3465077764
412	0.346307443
413	0.3461057858
414	0.3458065494
415	0.3455950743
416	0.3455069942
417	0.3452291871
418	0.3448952467
419	0.3447331678
420	0.3445988967
421	0.3444072151
422	0.3442187964
423	0.3439089228
424	0.3437196432
425	0.3435063456
426	0.3433297499
427	0.3432600992
428	0.3430450262
429	0.3427781689
430	0.3423711174
431	0.3422413425
432	0.3421175376
433	0.3419916085
434	0.3417820304
435	0.341596911
436	0.341311461
437	0.3410623315
438	0.3407645854
439	0.3405102832
440	0.3402826041
441	0.3401040922
442	0.3399228529
443	0.3396434359
444	0.3395824629
445	0.3394166392
446	0.3392720454
447	0.3391021574
448	0.3389914682
449	0.3388200136
450	0.3386512762
451	0.3384419034
452	0.338280315
453	0.3380073954
454	0.3376869084
455	0.3374853758
456	0.3373281218
457	0.3371412114
458	0.3369189123
459	0.3367384963
460	0.3364273221
461	0.3361918154
462	0.3358297734
463	0.3355948883
464	0.3355119001
465	0.3353073424
466	0.3351971529
467	0.3350181798
468	0.3348353628
469	0.3346239114
470	0.3343807052
471	0.3341911391
472	0.3339020533
473	0.333456988
474	0.3333004185
475	0.3331486288
476	0.3329827571
477	0.3327742191
478	0.3325306344
479	0.3323449643
480	0.3321478651
481	0.3319114785
482	0.3318362321
483	0.331593355
484	0.3313582672
485	0.3312304798
486	0.3310479438
487	0.3309282008
488	0.3307515472
489	0.3306558902
490	0.3304286084
491	0.3302111134
492	0.3301135209
493	0.3298699231
494	0.3296800259
495	0.3295066431
496	0.3294616078
497	0.3292700435
498	0.3290896757
499	0.3288643055
500	0.328616053
501	0.3283869581
502	0.3280321471
503	0.3277704255
504	0.3276538109
505	0.3273898
506	0.3273146585
507	0.3270230145
508	0.3268710811
509	0.3265824547
510	0.3264190813
511	0.3263381532
512	0.3259636372
513	0.3257925723
514	0.3256175541
515	0.3255196428
516	0.3252896446
517	0.3251453623
518	0.324994953
519	0.3248841328
520	0.3246697616
521	0.3245424969
522	0.3242852625
523	0.3241549945
524	0.3239576511
525	0.3236674
526	0.323461038
527	0.3232760179
528	0.3231530058
529	0.3229485106
530	0.3227182312
531	0.3225910532
532	0.3223018909
533	0.3219979412
534	0.3216503616
535	0.3214594266
536	0.3212769757
537	0.3209718762
538	0.3207913175
539	0.3205838793
540	0.3203624534
541	0.3200507945
542	0.3197340974
543	0.3194579124
544	0.319141807
545	0.3189342554
546	0.3187474981
547	0.3184093622
548	0.3183192391
549	0.3182048527
550	0.318027074
551	0.3179757805
552	0.317883085
553	0.3175775484
554	0.3173885935
555	0.3171773487
556	0.3170071912
557	0.3166469753
558	0.3164698933
559	0.3163579334
560	0.3161690242
561	0.3159938423
562	0.3158632107
563	0.3157411469
564	0.3155369681
565	0.3153835469
566	0.3152030028
567	0.3149899188
568	0.3149131342
569	0.3147778286
570	0.314509649
571	0.3142655211
572	0.3141271215
573	0.3139774757
574	0.3138127302
575	0.3136143245
576	0.3134035668
577	0.3132245545
578	0.3130201975
579	0.3126994409
580	0.3125384396
581	0.312345407
582	0.3121318468
583	0.3120125006
584	0.3119069604
585	0.3116303825
586	0.3113576823
587	0.3112270544
588	0.3111418341
589	0.3110008087
590	0.3108785287
591	0.3106672485
592	0.3104586984
593	0.3103361889
594	0.3101350975
595	0.3100542957
596	0.3098242456
597	0.3096925396
598	0.3095105328
599	0.3093382692
600	0.3092334021
601	0.309088492
602	0.3089887301
603	0.3089008508
604	0.3087470344
605	0.3086026413
606	0.3084654857
607	0.3082489902
608	0.3080714442
609	0.3079003828
610	0.3078290183
611	0.307668897
612	0.3075494313
613	0.3074115471
614	0.3073191834
615	0.3071924888
616	0.3070823091
617	0.3068831951
618	0.3066503335
619	0.3064280998
620	0.3062342523
621	0.3060798806
622	0.3059138241
623	0.3056520475
624	0.305440264
625	0.3052972902
626	0.3052099689
627	0.3051352583
628	0.3049327887
629	0.3047292301
630	0.3045985498
631	0.3044405732
632	0.3042845642
633	0.3042240559
634	0.3040893734
635	0.3039087768
636	0.3037706077
637	0.3036447418
638	0.3034965893
639	0.3033822346
640	0.3031586913
641	0.3030560478
642	0.3029170521
643	0.302733949
644	0.3024985931
645	0.3024533519
646	0.3022898538
647	0.3021412457
648	0.301885279
649	0.3016585365
650	0.3015162403
651	0.3013892412
652	0.3012798295
653	0.3010583378
654	0.3008734963
655	0.300672895
656	0.3004766178
657	0.3002455347
658	0.3001021089
659	0.2999492771
660	0.2997837304
661	0.2996915306
662	0.2995722922
663	0.2994810997
664	0.2994012523
665	0.2992525085
666	0.299009545
667	0.2988751545
668	0.2987396263
669	0.2986682416
670	0.2986331945
671	0.298542037
672	0.2984307883
673	0.2983908679
674	0.2982192776
675	0.2980997879
676	0.2979497215
677	0.2978335268
678	0.2976513312
679	0.2974958262
680	0.2974162764
681	0.2972363244
682	0.2970650943
683	0.2969767411
684	0.2968761443
685	0.2966467792
686	0.2965201298
687	0.2964167405
688	0.2963574105
689	0.296235701
690	0.2960139816
691	0.2958828216
692	0.2956593065
693	0.2954996582
694	0.295341461
695	0.2950931072
696	0.294871682
697	0.2947490065
698	0.2945316633
699	0.2943674426
700	0.2941497361
701	0.2940028435
702	0.2939343985
703	0.2936646278
704	0.2933474391
705	0.2930919931
706	0.2928515165
707	0.2927348944
708	0.2925872671
709	0.2924117299
710	0.2923088633
711	0.2920767967
712	0.2919829608
713	0.2918839292
714	0.2917833545
715	0.2916460315
716	0.2915363256
717	0.2913449364
718	0.291155166
719	0.2909966642
720	0.2908169569
721	0.2907130149
722	0.2905427369
723	0.2903040572
724	0.2902220191
725	0.2899622796
726	0.2897385313
727	0.2895551041
728	0.2893919318
729	0.2892442996
730	0.2891695743
731	0.289036793
732	0.2889215064
733	0.2888182715
734	0.2887125555
735	0.2885325846
736	0.2883273152
737	0.2881736967
738	0.2880351096
739	0.2879341663
740	0.2877318512
741	0.2876308321
742	0.2875024891
743	0.2873553884
744	0.2871248474
745	0.2869406921
746	0.2868309382
747	0.2867697257
748	0.2866860324
749	0.2866576848
750	0.2864648561
751	0.2863460001
752	0.2861673118
753	0.2859574208
754	0.2858598466
755	0.2856829043
756	0.2854214708
757	0.2852968506
758	0.285079809
759	0.284995891
760	0.2848966523
761	0.2847439653
762	0.2846250903
763	0.2844848102
764	0.2843138444
765	0.2841625583
766	0.2839380532
767	0.2837847305
768	0.2836466247
769	0.2834535048
770	0.283402351
771	0.283265233
772	0.2831376441
773	0.2829301667
774	0.2827887809
775	0.2825935797
776	0.2824340168
777	0.2822951291
778	0.282199927
779	0.2821377323
780	0.2819152839
781	0.2817560693
782	0.2816771121
783	0.2815872986
784	0.2814767642
785	0.2813353394
786	0.2812397479
787	0.2810891465
788	0.2809394396
789	0.280869719
790	0.2807156863
791	0.2806215958
792	0.2804670046
793	0.2803905454
794	0.2800982733
795	0.2799164405
796	0.2798553541
797	0.2796257062
798	0.2794979312
799	0.2792895636
800	0.2791716083
801	0.2790153499
802	0.2789058098
803	0.2788547038
804	0.2786448763
805	0.2785163763
806	0.2783811617
807	0.2782082225
808	0.278080819
809	0.2778883427
810	0.2777643858
811	0.2776120558
812	0.2775226149
813	0.2773468863
814	0.2772682942
815	0.2772349802
816	0.2771077805
817	0.2769708639
818	0.2767925281
819	0.2766712209
820	0.2765179512
821	0.2763699732
822	0.2762414583
823	0.2760942454
824	0.275948007
825	0.2758286
826	0.2756624718
827	0.2754456873
828	0.2753443593
829	0.275232204
830	0.2750805147
831	0.2749236364
832	0.2747810651
833	0.2746629976
834	0.2744602656
835	0.2743490404
836	0.2741734075
837	0.2740138532
838	0.2739327546
839	0.2737441417
840	0.2736541604
841	0.2734989999
842	0.2733646127
843	0.2733034291
844	0.2732211862
845	0.2730910718
846	0.2729321342
847	0.2727715573
848	0.2725812864
849	0.2724862852
850	0.2723562782
851	0.2722163561
852	0.2720802179
853	0.2719009373
854	0.2718031451
855	0.2716165486
856	0.2715122275
857	0.2713400391
858	0.271222187
859	0.2711168319
860	0.270987057
861	0.2708472447
862	0.2706673241
863	0.2705506913
864	0.2704928881
865	0.2703298035
866	0.2701527693
867	0.2700565223
868	0.2699595629
869	0.2698535399
870	0.2697812764
871	0.2697119252
872	0.2695970773
873	0.2694912555
874	0.2694254485
875	0.2692845982
876	0.2691315064
877	0.2690224107
878	0.268862802
879	0.2686415341
880	0.2684995857
881	0.268343303
882	0.2681986523
883	0.2681132401
884	0.2678906459
885	0.2678201555
886	0.2676637785
887	0.2675249326
888	0.267447256
889	0.2673300832
890	0.2672187024
891	0.2670331763
892	0.266945165
893	0.2668275313
894	0.2667274932
895	0.2666078293
896	0.2664378904
897	0.266287742
898	0.2661847543
899	0.2660371999
900	0.265766883
901	0.2655979756
902	0.2655467754
903	0.26546356
904	0.2654030108
905	0.2653056489
906	0.2652513358
907	0.2649814046
908	0.2648917858
909	0.2647738477
910	0.2646817669
911	0.2644984352
912	0.2642687266
913	0.2641116694
914	0.2640431966
915	0.2639414798
916	0.2638983423
917	0.2638439781
918	0.263758226
919	0.2636076511
920	0.2634075335
921	0.2632446234
922	0.2631007708
923	0.2629924943
924	0.2628632942
925	0.2626047413
926	0.2624685741
927	0.2623263703
928	0.2621652753
929	0.2620117476
930	0.2618502183
931	0.2617581346
932	0.2616114572
933	0.2614585308
934	0.2613203148
935	0.2612175933
936	0.2611423039
937	0.2610731813
938	0.2609563642
939	0.260878805
940	0.2607330658
941	0.2605487957
942	0.2605005518
943	0.2603672315
944	0.2601458941
945	0.2599553217
946	0.2598359794
947	0.2596812944
948	0.25953219
949	0.2594161609
950	0.2592673858
951	0.2591866777
952	0.2591006563
953	0.2589943723
954	0.2588385775
955	0.258669622
956	0.2584999584
957	0.2583072843
958	0.2582439575
959	0.2581585491
960	0.257976522
961	0.2577836109
962	0.2576625689
963	0.2575389611
964	0.2574768015
965	0.2572715112
966	0.2571690715
967	0.2571000071
968	0.2569283602
969	0.2568053554
970	0.2566383209
971	0.2565533959
972	0.2564988682
973	0.2563728848
974	0.2561823226
975	0.2560224369
976	0.2559145778
977	0.2557233583
978	0.2555391749
979	0.2554586558
980	0.2553311417
981	0.2552151348
982	0.2551256076
983	0.2550620604
984	0.2549907435
985	0.2549594463
986	0.2548669177
987	0.2547415788
988	0.2546264644
989	0.2544400643
990	0.2542367429
991	0.2541408002
992	0.2540461209
993	0.2539161941
994	0.2537479927
995	0.2536364254
996	0.2534224369
997	0.2533178456
998	0.2532319867
999	0.2531237991
1000	0.2529881983
1001	0.2528509886
1002	0.2526797234
1003	0.2525695946
1004	0.2524345338
1005	0.2523111293
1006	0.2521996631
1007	0.2520670717
1008	0.2518905745
1009	0.2517659068
1010	0.2516737295
1011	0.2515515546
1012	0.2514009307
1013	0.2512728896
1014	0.2511885371
1015	0.2510938613
1016	0.250974951
1017	0.2508985639
1018	0.2507040649
1019	0.2505655974
1020	0.2503688187
1021	0.2502787615
1022	0.2501751517
1023	0.2500425547
1024	0.2499417373
1025	0.2498282858
1026	0.2497813397
1027	0.249672486
1028	0.2495790769
1029	0.2494493348
1030	0.2494077969
1031	0.2491868059
1032	0.2490753478
1033	0.248995629
1034	0.2488743223
1035	0.2487891815
1036	0.2486844615
1037	0.2485716711
1038	0.2484342138
1039	0.2483293608
1040	0.2481902891
1041	0.2480935333
1042	0.2479701046
1043	0.2478288139
1044	0.2477182713
1045	0.24759304
1046	0.2474746225
1047	0.2473157215
1048	0.2472421996
1049	0.2471162839
1050	0.2469898333
1051	0.2468751064
1052	0.2467625294
1053	0.2466361652
1054	0.2465660537
1055	0.2464809394
1056	0.2464033309
1057	0.2463140039
1058	0.2461948238
1059	0.2460730373
1060	0.2459667352
1061	0.2458659915
1062	0.2457318035
1063	0.2456106752
1064	0.2455391732
1065	0.2454143436
1066	0.2452674109
1067	0.2451938394
1068	0.2450530923
1069	0.2449674739
1070	0.2448593232
1071	0.2447630175
1072	0.2446421829
1073	0.2445317243
1074	0.24443417
1075	0.2443459901
1076	0.2442299312
1077	0.2441143905
1078	0.2439659228
1079	0.243892637
1080	0.2437578905
1081	0.2437159333
1082	0.243651221
1083	0.2435203484
1084	0.2433632385
1085	0.2431992045
1086	0.2430731365
1087	0.2429817244
1088	0.2428765694
1089	0.2426914446
1090	0.2426467166
1091	0.2425681805
1092	0.2424780182
1093	0.2423477287
1094	0.2422967192
1095	0.2421733878
1096	0.2421010341
1097	0.2419788793
1098	0.2418951797
1099	0.2418201926
1100	0.2417655727
1101	0.2416973838
1102	0.2415670908
1103	0.2414419511
1104	0.2413521339
1105	0.2412605321
1106	0.2411813165
1107	0.2411350293
1108	0.241010625
1109	0.240964567
1110	0.2408260321
1111	0.2407201653
1112	0.2405708339
1113	0.2404296889
1114	0.2403660271
1115	0.2402604146
1116	0.2401542337
1117	0.2400501207
1118	0.239872716
1119	0.2397957314
1120	0.2396765001
1121	0.2396043634
1122	0.2394910488
1123	0.2393034554
1124	0.2392400323
1125	0.2391675159
1126	0.2390832834
1127	0.2389738911
1128	0.2388683549
1129	0.238713582
1130	0.2386023963
1131	0.2385482648
1132	0.2384531361
1133	0.238398265
1134	0.2383011674
1135	0.2381595995
1136	0.2380474053
1137	0.2379035311
1138	0.2378028705
1139	0.2377110179
1140	0.2375024839
1141	0.2373860891
1142	0.2373065237
1143	0.2372038239
1144	0.2371225638
1145	0.2370254764
1146	0.2369425341
1147	0.2368273653
1148	0.2366875836
1149	0.2366549561
1150	0.2365613637
1151	0.23641214
1152	0.2362802901
1153	0.2361533301
1154	0.2360851879
1155	0.2359664885
1156	0.2358836999
1157	0.2357802209
1158	0.2357019293
1159	0.2356052066
1160	0.2355247612
1161	0.2354063173
1162	0.2353448481
1163	0.2352492789
1164	0.2351693357
1165	0.2350683068
1166	0.2349584005
1167	0.2348505206
1168	0.2347593113
1169	0.2345798021
1170	0.2344882661
1171	0.2343941773
1172	0.2343166557
1173	0.2342584657
1174	0.2341614863
1175	0.2340496473
1176	0.2339374495
1177	0.233861136
1178	0.2337779912
1179	0.2336432227
1180	0.2335465009
1181	0.2334070426
1182	0.2333177267
1183	0.233206629
1184	0.2330930153
1185	0.2330038144
1186	0.232902386
1187	0.2327203621
1188	0.2326416342
1189	0.232500795
1190	0.232396511
1191	0.2323071755
1192	0.2322173363
1193	0.2320862037
1194	0.2320076595
1195	0.2318434773
1196	0.2317662964
1197	0.2316482143
1198	0.2315406368
1199	0.2314809533
1200	0.2313948716
1201	0.231290854
1202	0.2312006807
1203	0.2311393481
1204	0.2310707028
1205	0.2309920956
1206	0.2309038139
1207	0.2308184491
1208	0.230740262
1209	0.230641955
1210	0.2305106603
1211	0.2304753642
1212	0.2303365822
1213	0.2302392576
1214	0.2301721646
1215	0.2300358235
1216	0.2299400044
1217	0.2298286989
1218	0.2297488196
1219	0.2297167
1220	0.2296106896
1221	0.2294750252
1222	0.2293441642
1223	0.2292970199
1224	0.2292105962
1225	0.2291345869
1226	0.2290216272
1227	0.2289236278
1228	0.2287962179
1229	0.2286518017
1230	0.2285908147
1231	0.2284905808
1232	0.2283342327
1233	0.2283090895
1234	0.2282010192
1235	0.2281009374
1236	0.2280132905
1237	0.2279463645
1238	0.2279125569
1239	0.227752163
1240	0.2277105153
1241	0.2275128339
1242	0.2273856722
1243	0.2273195126
1244	0.2272516356
1245	0.227128285
1246	0.2270581135
1247	0.2269019266
1248	0.2267988517
1249	0.226664878
1250	0.2265829068
1251	0.2264772822
1252	0.2264013483
1253	0.2262888662
1254	0.2261239397
1255	0.2259524612
1256	0.2258309232
1257	0.2257649996
1258	0.2257022308
1259	0.2256382208
1260	0.2255268936
1261	0.2254449169
1262	0.2252687297
1263	0.2252074627
1264	0.2250906795
1265	0.2249302682
1266	0.224863376
1267	0.2247725318
1268	0.2246857808
1269	0.224651341
1270	0.2245163554
1271	0.2243984824
1272	0.224300497
1273	0.2242671435
1274	0.2242040361
1275	0.2240909612
1276	0.2240176478
1277	0.223932963
1278	0.2237798553
1279	0.2236630283
1280	0.2235693127
1281	0.2234238427
1282	0.2233148525
1283	0.2232524767
1284	0.2231817991
1285	0.2231451735
1286	0.223007893
1287	0.2229411154
1288	0.2227846488
1289	0.2227065279
1290	0.2226313896
1291	0.222524031
1292	0.2224618858
1293	0.2223859077
1294	0.2223157203
1295	0.2221999731
1296	0.2221397756
1297	0.2220513746
1298	0.221899319
1299	0.2218052354
1300	0.2217676429
1301	0.2217274615
1302	0.2216659122
1303	0.2215929331
1304	0.2214245875
1305	0.2212772468
1306	0.2211378219
1307	0.2210728481
1308	0.2209278911
1309	0.220847027
1310	0.2207499526
1311	0.2206416678
1312	0.2204884103
1313	0.2203550972
1314	0.2202573972
1315	0.2201665871
1316	0.2201030989
1317	0.2200032395
1318	0.2198925222
1319	0.2198372808
1320	0.2197092014
1321	0.2195021693
1322	0.2194393072
1323	0.2193876515
1324	0.2192767813
1325	0.2191853884
1326	0.2190747018
1327	0.2189903174
1328	0.2188806909
1329	0.2187796178
1330	0.2187155212
1331	0.2185964242
1332	0.2185294899
1333	0.2184334658
1334	0.2183920022
1335	0.2183405741
1336	0.2181411714
1337	0.2180489159
1338	0.2179765206
1339	0.2178988321
1340	0.2178005135
1341	0.2177084894
1342	0.2176520857
1343	0.2175919451
1344	0.2174598699
1345	0.2173015319
1346	0.2172385266
1347	0.2171865094
1348	0.2170833053
1349	0.2169911799
1350	0.2169366709
1351	0.2167341095
1352	0.2166942176
1353	0.2166351667
1354	0.2165142879
1355	0.2163925781
1356	0.2163241721
1357	0.2162345869
1358	0.2161670826
1359	0.2160954551
1360	0.2159724484
1361	0.2158348575
1362	0.2157644639
1363	0.215683232
1364	0.2155826263
1365	0.2154961471
1366	0.2153792095
1367	0.2153014968
1368	0.215213304
1369	0.2151624047
1370	0.2150775978
1371	0.2150279006
1372	0.2149716871
1373	0.2148637762
1374	0.2147469623
1375	0.2146633914
1376	0.2145120662
1377	0.2144334997
1378	0.214334699
1379	0.2143161349
1380	0.2142207538
1381	0.2141491532
1382	0.2140005725
1383	0.213923098
1384	0.2138299356
1385	0.2137435287
1386	0.2135995966
1387	0.2134935748
1388	0.2134146672
1389	0.213300029
1390	0.2132207823
1391	0.2131046876
1392	0.2130686779
1393	0.2129214378
1394	0.2127802482
1395	0.2127313705
1396	0.2126634426
1397	0.2125948083
1398	0.2124928655
1399	0.2124461631
1400	0.2123238386
1401	0.2122274244
1402	0.2121091956
1403	0.2119961486
1404	0.211943997
1405	0.2118424435
1406	0.2117825623
1407	0.2117192536
1408	0.2116075896
1409	0.2114987424
1410	0.2114341514
1411	0.2113147306
1412	0.2111983642
1413	0.2111273857
1414	0.2110367803
1415	0.2109321844
1416	0.2108151251
1417	0.2107511763
1418	0.2106697533
1419	0.2105930551
1420	0.2105149071
1421	0.2104798917
1422	0.2103870035
1423	0.2103383079
1424	0.210285074
1425	0.2101569142
1426	0.2100734931
1427	0.2100373065
1428	0.2099612071
1429	0.2098843616
1430	0.2097336362
1431	0.2096369312
1432	0.2095447037
1433	0.2094934648
1434	0.2094227655
1435	0.2093263072
1436	0.2092335853
1437	0.2091708826
1438	0.2090730929
1439	0.2090116286
1440	0.208961345
1441	0.2088398972
1442	0.2087503298
1443	0.2086170584
1444	0.2085562818
1445	0.2084276556
1446	0.20835989
1447	0.2082240695
1448	0.2081581651
1449	0.2080690441
1450	0.2078911728
1451	0.2077556951
1452	0.2076473096
1453	0.2075966525
1454	0.2075008231
1455	0.2074192403
1456	0.2072758241
1457	0.2072280948
1458	0.2071280612
1459	0.2070574013
1460	0.2070018703
1461	0.2069255288
1462	0.2068671055
1463	0.2067709815
1464	0.2066856831
1465	0.2065734121
1466	0.2065016042
1467	0.2064205332
1468	0.2063515877
1469	0.2062353357
1470	0.2061588019
1471	0.2060992873
1472	0.2059930148
1473	0.2059136235
1474	0.2058999096
1475	0.2058051296
1476	0.2056846031
1477	0.2055534856
1478	0.2054992745
1479	0.205428653
1480	0.2053515016
1481	0.2052469037
1482	0.2051802698
1483	0.2051088261
1484	0.2049745555
1485	0.204931009
1486	0.2048643659
1487	0.2047898306
1488	0.2046859505
1489	0.2045949607
1490	0.2045320658
1491	0.2043968309
1492	0.2043291751
1493	0.2042679552
1494	0.2041492162
1495	0.2040600063
1496	0.2039718146
1497	0.2038989347
1498	0.2038200231
1499	0.2037499207
1500	0.2036625115
1501	0.2036013515
1502	0.2034985059
1503	0.2034216982
1504	0.2032621567
1505	0.2031807719
1506	0.2031073997
1507	0.202975749
1508	0.2028622043
1509	0.2027367812
1510	0.2026697211
